player,team,nation,pos,age,born,league,season,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,90s,Standard_Gls,Standard_Sh,Standard_SoT,Standard_SoT%,Standard_Sh/90,Standard_SoT/90,Standard_G/Sh,Standard_G/SoT,Standard_PK,Standard_PKatt,Playing Time_MP_playing_time,Playing Time_Min_playing_time,Playing Time_Mn/MP,Playing Time_Min%,Playing Time_90s_playing_time,Starts_Starts,Starts_Mn/Start,Starts_Compl,Subs_Subs,Subs_Mn/Sub,Subs_unSub,Team Success_PPM,Team Success_onG,Team Success_onGA,Team Success_+/-,Team Success_+/-90,Team Success_On-Off,90s_misc,Performance_CrdY_misc,Performance_CrdR_misc,Performance_2CrdY,Performance_Fls,Performance_Fld,Performance_Off,Performance_Crs,Performance_Int,Performance_TklW,Performance_PKwon,Performance_PKcon,Performance_OG
David Datro Fofana,Burnley,CIV,FW,20,2002,ENG-Premier League,2324,15,10,879,9.8,4,1,5,4,0,0,1,0,0.41,0.1,0.51,0.41,0.51,9.8,4,19,10,52.6,1.95,1.02,0.21,0.4,0,0,15,879.0,59.0,25.7,9.8,10,80.0,5,5,15.0,1,0.73,10.0,18.0,-8.0,-0.82,0.21,9.8,1,0,0,16,10,10,3,1,5,,,0
Han-Noah Massengo,Burnley,FRA,MF,22,2001,ENG-Premier League,2324,3,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,0,0,,0.0,0.0,,,0,0,3,16.0,5.0,0.5,0.2,0,,0,3,5.0,5,0.33,2.0,0.0,2.0,11.25,12.28,0.2,0,0,0,0,0,0,2,0,1,,,0
Hannes Delcroix,Burnley,HAI,DF,24,1999,ENG-Premier League,2324,12,5,589,6.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,6.5,0,4,2,50.0,0.61,0.31,0.0,0.0,0,0,12,589.0,49.0,17.2,6.5,5,86.0,4,7,23.0,10,0.67,6.0,25.0,-19.0,-2.9,-2.33,6.5,2,0,0,6,0,0,5,12,6,,,0
Hjalmar Ekdal,Burnley,SWE,DF,24,1998,ENG-Premier League,2324,8,5,437,4.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,4.9,0,2,1,50.0,0.41,0.21,0.0,0.0,0,0,8,437.0,55.0,12.8,4.9,5,75.0,0,3,21.0,12,0.88,2.0,7.0,-5.0,-1.03,-0.06,4.9,2,0,0,8,2,0,0,6,2,,,0
Jack Cork,Burnley,ENG,"DF,MF",34,1989,ENG-Premier League,2324,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.3,0,0,0,,0.0,0.0,,,0,0,4,27.0,7.0,0.8,0.3,0,,0,4,7.0,18,0.25,1.0,0.0,1.0,3.33,4.34,0.3,0,0,0,4,1,0,1,1,0,,,0
Jacob Bruun Larsen,Burnley,DEN,MF,24,1998,ENG-Premier League,2324,32,16,1249,13.9,6,0,6,5,1,1,1,0,0.43,0.0,0.43,0.36,0.36,13.9,6,44,16,36.4,3.17,1.15,0.11,0.31,1,1,32,1249.0,39.0,36.5,13.9,16,64.0,0,16,14.0,5,0.69,15.0,24.0,-9.0,-0.65,0.51,13.9,1,0,0,12,7,11,61,8,4,,,0
Jay Rodriguez,Burnley,ENG,FW,34,1989,ENG-Premier League,2324,21,7,822,9.1,2,1,3,1,1,1,0,0,0.22,0.11,0.33,0.11,0.22,9.1,2,22,8,36.4,2.41,0.88,0.05,0.13,1,1,21,822.0,39.0,24.0,9.1,7,80.0,4,14,19.0,14,0.62,11.0,18.0,-7.0,-0.77,0.27,9.1,0,0,0,18,6,7,2,1,9,,,0
Jordan Beyer,Burnley,GER,DF,23,2000,ENG-Premier League,2324,15,15,1234,13.7,0,1,1,0,0,0,6,0,0.0,0.07,0.07,0.0,0.07,13.7,0,5,0,0.0,0.36,0.0,0.0,,0,0,15,1234.0,82.0,36.1,13.7,15,82.0,10,0,,0,0.73,14.0,23.0,-9.0,-0.66,0.5,13.7,6,0,0,11,6,0,0,17,19,,,0
Josh Brownhill,Burnley,ENG,MF,27,1995,ENG-Premier League,2324,33,23,2252,25.0,4,2,6,4,0,0,4,1,0.16,0.08,0.24,0.16,0.24,25.0,4,28,11,39.3,1.12,0.44,0.14,0.36,0,0,33,2252.0,68.0,65.8,25.0,23,87.0,18,10,26.0,4,0.67,27.0,52.0,-25.0,-1.0,-0.07,25.0,4,1,0,38,25,2,57,33,35,,,0
Josh Cullen,Burnley,IRL,MF,27,1996,ENG-Premier League,2324,25,23,2057,22.9,2,3,5,2,0,0,9,0,0.09,0.13,0.22,0.09,0.22,22.9,2,16,5,31.3,0.7,0.22,0.13,0.4,0,0,25,2057.0,82.0,60.1,22.9,23,87.0,18,2,30.0,8,0.64,25.0,48.0,-23.0,-1.01,-0.08,22.9,9,0,0,24,49,1,26,14,26,,,0
Jóhann Berg Guðmundsson,Burnley,ISL,MF,32,1990,ENG-Premier League,2324,26,12,1192,13.2,1,3,4,1,0,0,2,0,0.08,0.23,0.3,0.08,0.3,13.2,1,15,6,40.0,1.13,0.45,0.07,0.17,0,0,26,1192.0,46.0,34.9,13.2,12,68.0,1,14,27.0,5,0.5,20.0,25.0,-5.0,-0.38,0.92,13.2,2,0,0,9,20,2,70,15,4,,,0
Lorenz Assignon,Burnley,TOG,DF,23,2000,ENG-Premier League,2324,15,15,1234,13.7,1,2,3,1,0,0,5,1,0.07,0.15,0.22,0.07,0.22,13.7,1,9,4,44.4,0.66,0.29,0.11,0.25,0,0,15,1234.0,82.0,36.1,13.7,15,82.0,10,0,,0,0.73,14.0,30.0,-16.0,-1.17,-0.3,13.7,5,1,1,33,16,2,28,17,17,,,0
Luca Koleosho,Burnley,ITA,"MF,FW",18,2004,ENG-Premier League,2324,15,13,974,10.8,1,1,2,1,0,0,0,0,0.09,0.09,0.18,0.09,0.18,10.8,1,23,5,21.7,2.13,0.46,0.04,0.2,0,0,15,974.0,65.0,28.5,10.8,13,69.0,0,2,38.0,0,0.47,11.0,23.0,-12.0,-1.11,-0.19,10.8,0,0,0,18,13,8,23,2,5,,,0
Lyle Foster,Burnley,RSA,"FW,MF",22,2000,ENG-Premier League,2324,24,22,1899,21.1,5,3,8,5,0,0,0,1,0.24,0.14,0.38,0.24,0.38,21.1,5,34,17,50.0,1.61,0.81,0.15,0.29,0,0,24,1899.0,79.0,55.5,21.1,22,84.0,10,2,24.0,0,0.79,22.0,43.0,-21.0,-1.0,-0.05,21.1,0,1,0,24,11,13,3,1,10,,,0
Maxime Estève,Burnley,FRA,DF,21,2002,ENG-Premier League,2324,16,15,1309,14.5,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,14.5,0,7,0,0.0,0.48,0.0,0.0,,0,0,16,1309.0,82.0,38.3,14.5,15,84.0,12,1,45.0,0,0.75,18.0,28.0,-10.0,-0.69,0.46,14.5,6,0,0,25,16,0,5,28,11,,,0
Michael Obafemi,Burnley,IRL,FW,23,2000,ENG-Premier League,2324,2,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.2,0,2,0,0.0,9.0,0.0,0.0,,0,0,2,20.0,10.0,0.6,0.2,0,,0,2,10.0,4,1.5,1.0,0.0,1.0,4.5,5.51,0.2,0,0,0,0,0,0,0,0,0,,,0
Mike Trésor,Burnley,BEL,"MF,FW",24,1999,ENG-Premier League,2324,16,3,420,4.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,4.7,0,5,0,0.0,1.07,0.0,0.0,,0,0,16,420.0,26.0,12.3,4.7,3,62.0,0,13,18.0,9,0.63,4.0,10.0,-6.0,-1.29,-0.36,4.7,0,0,0,0,3,2,31,1,6,,,0
Nathan Redmond,Burnley,ENG,"FW,MF",29,1994,ENG-Premier League,2324,12,0,142,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.6,0,0,0,,0.0,0.0,,,0,0,12,142.0,12.0,4.2,1.6,0,,0,12,12.0,3,0.58,2.0,5.0,-3.0,-1.9,-0.97,1.6,1,0,0,4,2,2,3,0,1,,,0
Sander Berge,Burnley,NOR,MF,25,1998,ENG-Premier League,2324,37,34,3005,33.4,1,2,3,1,0,0,10,1,0.03,0.06,0.09,0.03,0.09,33.4,1,25,3,12.0,0.75,0.09,0.04,0.33,0,0,37,3005.0,81.0,87.9,33.4,34,86.0,28,3,26.0,0,0.62,36.0,69.0,-33.0,-0.99,-0.12,33.4,10,1,1,40,19,1,12,24,47,,,0
Vitinho,Burnley,BRA,"DF,MF",24,1999,ENG-Premier League,2324,32,26,2314,25.7,0,2,2,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,25.7,0,25,4,16.0,0.97,0.16,0.0,0.0,0,0,32,2314.0,72.0,67.7,25.7,26,85.0,16,6,20.0,2,0.63,31.0,43.0,-12.0,-0.47,1.57,25.7,1,0,0,27,28,6,55,9,34,,,0
Wilson Odobert,Burnley,FRA,"MF,FW",18,2004,ENG-Premier League,2324,29,25,2098,23.3,3,2,5,3,0,0,3,0,0.13,0.09,0.21,0.13,0.21,23.3,3,49,14,28.6,2.1,0.6,0.06,0.21,0,0,29,2098.0,72.0,61.3,23.3,25,82.0,11,4,10.0,4,0.59,25.0,48.0,-23.0,-0.99,-0.03,23.3,3,0,0,9,19,1,35,6,13,,,0
Zeki Amdouni,Burnley,SUI,FW,22,2000,ENG-Premier League,2324,34,27,1953,21.7,5,1,6,4,1,1,2,0,0.23,0.05,0.28,0.18,0.23,21.7,5,49,22,44.9,2.26,1.01,0.08,0.18,1,1,34,1953.0,57.0,57.1,21.7,27,69.0,2,7,14.0,4,0.62,20.0,41.0,-21.0,-0.97,0.01,21.7,2,0,0,22,39,2,7,10,19,,,0
Alex Matos,Chelsea,ENG,MF,18,2004,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,12,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0,0,0,0,0,0,0,0,0,,,0
Alfie Gilchrist,Chelsea,ENG,DF,19,2003,ENG-Premier League,2324,11,2,207,2.3,1,0,1,1,0,0,1,0,0.43,0.0,0.43,0.43,0.43,2.3,1,5,1,20.0,2.17,0.43,0.2,1.0,0,0,11,207.0,19.0,6.1,2.3,2,81.0,0,9,5.0,14,2.27,8.0,6.0,2.0,0.87,0.53,2.3,1,0,0,4,0,0,1,3,0,,,0
Armando Broja,Chelsea,ALB,FW,21,2001,ENG-Premier League,2324,13,6,454,5.0,1,0,1,1,0,0,0,0,0.2,0.0,0.2,0.2,0.2,5.0,1,13,2,15.4,2.58,0.4,0.08,0.5,0,0,13,454.0,35.0,13.3,5.0,6,60.0,0,7,14.0,1,1.69,8.0,5.0,3.0,0.59,0.26,5.0,0,0,0,4,8,6,1,0,0,,,0
Axel Disasi,Chelsea,FRA,DF,25,1998,ENG-Premier League,2324,31,29,2579,28.7,2,0,2,2,0,0,6,0,0.07,0.0,0.07,0.07,0.07,28.7,2,16,4,25.0,0.56,0.14,0.13,0.5,0,0,31,2579.0,83.0,75.4,28.7,29,89.0,27,2,5.0,4,1.52,50.0,50.0,0.0,0.0,-1.5,28.7,6,0,0,17,17,4,10,17,19,,,1
Ben Chilwell,Chelsea,ENG,"MF,DF",26,1996,ENG-Premier League,2324,13,9,756,8.4,0,1,1,0,0,0,5,0,0.0,0.12,0.12,0.0,0.12,8.4,0,12,4,33.3,1.43,0.48,0.0,0.0,0,0,13,756.0,58.0,22.1,8.4,9,77.0,3,4,17.0,1,1.23,13.0,14.0,-1.0,-0.12,-0.63,8.4,5,0,0,11,12,4,43,4,10,,,0
Benoît Badiashile,Chelsea,FRA,DF,22,2001,ENG-Premier League,2324,18,15,1338,14.9,0,1,1,0,0,0,3,0,0.0,0.07,0.07,0.0,0.07,14.9,0,6,1,16.7,0.4,0.07,0.0,0.0,0,0,18,1338.0,74.0,39.1,14.9,15,88.0,13,3,7.0,7,1.67,31.0,30.0,1.0,0.07,-0.49,14.9,3,0,0,17,6,1,2,18,15,,,1
Carney Chukwuemeka,Chelsea,AUT,MF,19,2003,ENG-Premier League,2324,9,2,227,2.5,1,1,2,1,0,0,2,0,0.4,0.4,0.79,0.4,0.79,2.5,1,3,2,66.7,1.19,0.79,0.33,0.5,0,0,9,227.0,25.0,6.6,2.5,2,63.0,0,7,15.0,4,1.56,7.0,5.0,2.0,0.79,0.45,2.5,2,0,0,3,2,0,1,0,4,,,0
Cesare Casadei,Chelsea,ITA,MF,20,2003,ENG-Premier League,2324,11,0,79,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.9,0,0,0,,0.0,0.0,,,0,0,11,79.0,7.0,2.3,0.9,0,,0,11,7.0,6,1.91,2.0,2.0,0.0,0.0,-0.38,0.9,0,0,0,4,1,0,0,0,3,,,0
Christopher Nkunku,Chelsea,FRA,"MF,FW",25,1997,ENG-Premier League,2324,11,2,443,4.9,3,0,3,3,0,0,0,0,0.61,0.0,0.61,0.61,0.61,4.9,3,16,9,56.3,3.25,1.83,0.19,0.33,0,0,11,443.0,40.0,13.0,4.9,2,71.0,0,9,34.0,1,2.0,12.0,12.0,0.0,0.0,-0.42,4.9,0,0,0,8,7,3,4,2,4,,,0
Cole Palmer,Chelsea,ENG,"MF,FW",21,2002,ENG-Premier League,2324,33,29,2607,29.0,22,11,33,13,9,9,7,0,0.76,0.38,1.14,0.45,0.83,29.0,22,108,46,42.6,3.73,1.59,0.12,0.28,9,9,33,2607.0,79.0,76.2,29.0,29,86.0,14,4,26.0,0,1.7,66.0,46.0,20.0,0.69,1.35,29.0,7,0,0,23,26,6,81,19,12,,,0
Conor Gallagher,Chelsea,ENG,MF,23,2000,ENG-Premier League,2324,37,37,3128,34.8,5,7,12,5,0,0,9,1,0.14,0.2,0.35,0.14,0.35,34.8,5,48,18,37.5,1.38,0.52,0.1,0.28,0,0,37,3128.0,85.0,91.5,34.8,37,85.0,28,0,,0,1.7,69.0,54.0,15.0,0.43,0.74,34.8,9,1,1,83,64,1,64,40,49,,,0
Deivid Washington,Chelsea,BRA,FW,18,2005,ENG-Premier League,2324,2,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,1,0,0.0,6.92,0.0,0.0,,0,0,2,13.0,7.0,0.4,0.1,0,,0,2,7.0,17,1.5,1.0,1.0,0.0,0.0,-0.37,0.1,0,0,0,0,0,0,0,0,1,,,0
Enzo Fernández,Chelsea,ARG,MF,22,2001,ENG-Premier League,2324,28,26,2209,24.5,3,2,5,2,1,2,7,0,0.12,0.08,0.2,0.08,0.16,24.5,3,47,16,34.0,1.91,0.65,0.04,0.13,1,2,28,2209.0,79.0,64.6,24.5,26,84.0,18,2,16.0,0,1.46,41.0,47.0,-6.0,-0.24,-1.73,24.5,7,0,0,32,31,4,45,17,24,,,0
Ian Maatsen,Chelsea,NED,MF,21,2002,ENG-Premier League,2324,12,1,209,2.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,2.3,0,5,1,20.0,2.15,0.43,0.0,0.0,0,0,12,209.0,17.0,6.1,2.3,1,57.0,0,11,14.0,8,1.67,2.0,5.0,-3.0,-1.29,-1.77,2.3,1,0,0,5,1,0,8,3,2,,,0
Jimi Tauriainen,Chelsea,ENG,FW,19,2004,ENG-Premier League,2324,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,,0.0,0.0,,,0,0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,4,3.0,0.0,0.0,0.0,0.0,-0.37,0.0,0,0,0,0,0,0,0,0,0,,,0
Joshua Acheampong,Chelsea,ENG,DF,17,2006,ENG-Premier League,2324,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,1,6.0,6.0,0.2,0.1,0,,0,1,6.0,3,3.0,0.0,0.0,0.0,0.0,-0.37,0.1,0,0,0,0,0,0,0,0,0,,,0
Lesley Ugochukwu,Chelsea,FRA,MF,19,2004,ENG-Premier League,2324,12,3,301,3.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,3.3,0,0,0,,0.0,0.0,,,0,0,12,301.0,25.0,8.8,3.3,3,72.0,1,9,9.0,5,1.5,3.0,6.0,-3.0,-0.9,-1.39,3.3,2,0,0,4,2,0,0,1,10,,,0
Levi Colwill,Chelsea,ENG,DF,20,2003,ENG-Premier League,2324,23,20,1797,20.0,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,20.0,1,11,3,27.3,0.55,0.15,0.09,0.33,0,0,23,1797.0,78.0,52.5,20.0,20,84.0,15,3,37.0,4,1.52,29.0,26.0,3.0,0.15,-0.46,20.0,2,0,0,25,14,4,12,25,33,,,0
Malo Gusto,Chelsea,FRA,"DF,MF",20,2003,ENG-Premier League,2324,27,19,1751,19.5,0,6,6,0,0,0,7,1,0.0,0.31,0.31,0.0,0.31,19.5,0,15,5,33.3,0.77,0.26,0.0,0.0,0,0,27,1751.0,65.0,51.2,19.5,19,83.0,8,8,21.0,1,1.81,38.0,27.0,11.0,0.57,0.4,19.5,7,1,0,22,29,6,64,17,29,,,0
Marc Cucurella,Chelsea,ESP,DF,25,1998,ENG-Premier League,2324,21,20,1782,19.8,0,2,2,0,0,0,10,0,0.0,0.1,0.1,0.0,0.1,19.8,0,8,4,50.0,0.4,0.2,0.0,0.0,0,0,21,1782.0,85.0,52.1,19.8,20,87.0,16,1,45.0,6,1.81,50.0,33.0,17.0,0.86,1.02,19.8,10,0,0,23,35,1,17,21,39,,,1
Mason Burstow,Chelsea,ENG,FW,19,2003,ENG-Premier League,2324,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,2,9.0,5.0,0.3,0.1,0,,0,2,5.0,1,1.5,0.0,1.0,-1.0,-10.0,-10.4,0.1,0,0,0,0,0,0,0,0,0,,,0
Moisés Caicedo,Chelsea,ECU,MF,21,2001,ENG-Premier League,2324,35,33,2866,31.8,1,3,4,1,0,0,11,0,0.03,0.09,0.13,0.03,0.13,31.8,1,13,4,30.8,0.41,0.13,0.08,0.25,0,0,35,2866.0,82.0,83.8,31.8,33,85.0,23,2,26.0,0,1.74,67.0,51.0,16.0,0.5,0.83,31.8,11,0,0,49,49,0,10,34,46,,,0
Mykhailo Mudryk,Chelsea,UKR,MF,22,2001,ENG-Premier League,2324,31,18,1576,17.5,5,2,7,5,0,0,5,0,0.29,0.11,0.4,0.29,0.4,17.5,5,35,12,34.3,2.0,0.69,0.14,0.42,0,0,31,1576.0,51.0,46.1,17.5,18,71.0,2,13,23.0,4,1.52,40.0,28.0,12.0,0.69,0.59,17.5,5,0,0,22,27,1,79,9,13,,,0
Nicolas Jackson,Chelsea,SEN,FW,22,2001,ENG-Premier League,2324,35,31,2799,31.1,14,5,19,14,0,0,10,0,0.45,0.16,0.61,0.45,0.61,31.1,14,80,41,51.3,2.57,1.32,0.18,0.34,0,0,35,2799.0,80.0,81.8,31.1,31,86.0,17,4,31.0,0,1.63,64.0,47.0,17.0,0.55,0.98,31.1,10,0,0,29,40,28,6,4,14,,,0
Noni Madueke,Chelsea,ENG,MF,21,2002,ENG-Premier League,2324,23,13,1053,11.7,5,2,7,4,1,1,2,0,0.43,0.17,0.6,0.34,0.51,11.7,5,32,13,40.6,2.74,1.11,0.13,0.31,1,1,23,1053.0,46.0,30.8,11.7,13,70.0,2,10,14.0,10,1.74,28.0,18.0,10.0,0.85,0.7,11.7,2,0,0,8,19,3,22,4,11,,,0
Raheem Sterling,Chelsea,ENG,MF,28,1994,ENG-Premier League,2324,31,22,1978,22.0,8,4,12,8,0,0,7,0,0.36,0.18,0.55,0.36,0.55,22.0,8,51,22,43.1,2.32,1.0,0.16,0.36,0,0,31,1978.0,64.0,57.8,22.0,22,82.0,9,9,20.0,3,1.48,41.0,39.0,2.0,0.09,-0.66,22.0,7,0,0,35,41,10,59,10,9,,,0
Reece James,Chelsea,ENG,"DF,MF",23,1999,ENG-Premier League,2324,10,5,419,4.7,0,2,2,0,0,0,2,2,0.0,0.43,0.43,0.0,0.43,4.7,0,7,1,14.3,1.5,0.21,0.0,0.0,0,0,10,419.0,42.0,12.3,4.7,5,62.0,0,5,21.0,0,1.2,8.0,10.0,-2.0,-0.43,-0.91,4.7,2,2,1,4,5,2,28,3,9,,,0
Roméo Lavia,Chelsea,BEL,MF,19,2004,ENG-Premier League,2324,1,0,33,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.4,0,0,0,,0.0,0.0,,,0,0,1,33.0,33.0,1.0,0.4,0,,0,1,33.0,1,3.0,1.0,0.0,1.0,2.73,2.38,0.4,0,0,0,1,1,0,0,0,0,,,0
Thiago Silva,Chelsea,BRA,DF,38,1984,ENG-Premier League,2324,31,28,2527,28.1,3,1,4,3,0,0,4,0,0.11,0.04,0.14,0.11,0.14,28.1,3,14,4,28.6,0.5,0.14,0.21,0.75,0,0,31,2527.0,82.0,73.9,28.1,28,89.0,25,3,15.0,5,1.65,58.0,45.0,13.0,0.46,0.36,28.1,4,0,0,10,7,1,4,25,15,,,0
Trevoh Chalobah,Chelsea,ENG,DF,24,1999,ENG-Premier League,2324,13,10,952,10.6,1,0,1,1,0,0,1,0,0.09,0.0,0.09,0.09,0.09,10.6,1,2,2,100.0,0.19,0.19,0.5,0.5,0,0,13,952.0,73.0,27.8,10.6,10,89.0,9,3,20.0,1,2.15,31.0,14.0,17.0,1.61,1.72,10.6,1,0,0,3,3,0,0,8,12,,,0
Adam Wharton,Crystal Palace,ENG,MF,19,2004,ENG-Premier League,2324,16,15,1297,14.4,0,3,3,0,0,0,2,0,0.0,0.21,0.21,0.0,0.21,14.4,0,10,1,10.0,0.69,0.07,0.0,0.0,0,0,16,1297.0,81.0,37.9,14.4,15,82.0,6,1,63.0,0,1.56,27.0,16.0,11.0,0.76,1.27,14.4,2,0,0,18,21,0,25,18,31,,,0
Cheick Doucouré,Crystal Palace,MLI,MF,23,2000,ENG-Premier League,2324,11,11,919,10.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,10.2,0,6,2,33.3,0.59,0.2,0.0,0.0,0,0,11,919.0,84.0,26.9,10.2,11,84.0,8,0,,1,1.27,9.0,11.0,-2.0,-0.2,-0.23,10.2,2,0,0,10,1,0,1,19,16,,,0
Chris Richards,Crystal Palace,USA,"DF,MF",23,2000,ENG-Premier League,2324,26,23,2094,23.3,1,1,2,1,0,0,3,0,0.04,0.04,0.09,0.04,0.09,23.3,1,11,3,27.3,0.47,0.13,0.09,0.33,0,0,26,2094.0,81.0,61.2,23.3,23,90.0,23,3,8.0,9,1.46,43.0,38.0,5.0,0.21,0.62,23.3,3,0,0,12,6,1,1,24,27,,,0
Daniel Muñoz,Crystal Palace,COL,"MF,DF",27,1996,ENG-Premier League,2324,16,16,1439,16.0,0,4,4,0,0,0,4,0,0.0,0.25,0.25,0.0,0.25,16.0,0,8,0,0.0,0.5,0.0,0.0,,0,0,16,1439.0,90.0,42.1,16.0,16,90.0,15,0,,0,1.56,32.0,22.0,10.0,0.63,1.13,16.0,4,0,0,29,8,8,10,23,36,,,0
David Ozoh,Crystal Palace,ENG,MF,18,2005,ENG-Premier League,2324,9,0,156,1.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.7,0,0,0,,0.0,0.0,,,0,0,9,156.0,17.0,4.6,1.7,0,,0,9,17.0,15,1.0,2.0,5.0,-3.0,-1.73,-1.79,1.7,1,0,0,2,0,0,0,0,6,,,0
Eberechi Eze,Crystal Palace,ENG,"MF,FW",25,1998,ENG-Premier League,2324,27,24,2055,22.8,11,4,15,10,1,1,3,0,0.48,0.18,0.66,0.44,0.61,22.8,11,83,34,41.0,3.64,1.49,0.12,0.29,1,1,27,2055.0,76.0,60.1,22.8,24,83.0,12,3,18.0,0,1.56,41.0,28.0,13.0,0.57,1.49,22.8,3,0,0,27,48,11,109,11,17,,,0
James Tomkins,Crystal Palace,ENG,"DF,MF",34,1989,ENG-Premier League,2324,4,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.1,0,0,0,,0.0,0.0,,,0,0,4,10.0,3.0,0.3,0.1,0,,0,4,3.0,24,2.25,0.0,2.0,-2.0,-18.0,-18.03,0.1,0,0,0,0,0,0,0,0,0,,,0
Jaïro Riedewald,Crystal Palace,NED,MF,26,1996,ENG-Premier League,2324,9,2,235,2.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.6,0,1,0,0.0,0.38,0.0,0.0,,0,0,9,235.0,26.0,6.9,2.6,2,77.0,0,7,12.0,20,2.33,2.0,3.0,-1.0,-0.38,-0.38,2.6,0,0,0,3,2,0,3,2,3,,,0
Jean-Philippe Mateta,Crystal Palace,FRA,FW,26,1997,ENG-Premier League,2324,35,25,2282,25.4,16,5,21,14,2,2,3,0,0.63,0.2,0.83,0.55,0.75,25.4,16,46,29,63.0,1.81,1.14,0.3,0.48,2,2,35,2282.0,65.0,66.7,25.4,25,83.0,13,10,21.0,2,1.23,46.0,44.0,2.0,0.08,0.32,25.4,3,0,0,35,22,24,20,4,16,,,0
Jefferson Lerma,Crystal Palace,COL,"MF,DF",28,1994,ENG-Premier League,2324,28,27,2400,26.7,1,1,2,1,0,0,8,0,0.04,0.04,0.07,0.04,0.07,26.7,1,34,9,26.5,1.27,0.34,0.03,0.11,0,0,28,2400.0,86.0,70.2,26.7,27,88.0,22,1,15.0,0,1.07,32.0,46.0,-14.0,-0.52,-1.67,26.7,8,0,0,43,25,4,15,36,25,,,0
Jeffrey Schlupp,Crystal Palace,GHA,"MF,FW",30,1992,ENG-Premier League,2324,29,17,1352,15.0,2,2,4,2,0,0,1,0,0.13,0.13,0.27,0.13,0.27,15.0,2,19,11,57.9,1.26,0.73,0.11,0.18,0,0,29,1352.0,47.0,39.5,15.0,17,70.0,2,12,14.0,3,1.34,12.0,25.0,-13.0,-0.87,-1.39,15.0,1,0,0,24,15,0,11,7,21,,,0
Jesurun Rak Sakyi,Crystal Palace,ENG,"FW,MF",20,2002,ENG-Premier League,2324,6,0,136,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.5,0,5,1,20.0,3.31,0.66,0.0,0.0,0,0,6,136.0,23.0,4.0,1.5,0,,0,6,23.0,7,0.33,1.0,3.0,-2.0,-1.32,-1.35,1.5,0,0,0,1,5,0,3,3,1,,,0
Joachim Andersen,Crystal Palace,DEN,DF,27,1996,ENG-Premier League,2324,38,38,3415,37.9,2,3,5,2,0,0,7,0,0.05,0.08,0.13,0.05,0.13,37.9,2,21,8,38.1,0.55,0.21,0.1,0.25,0,0,38,3415.0,90.0,99.9,37.9,38,90.0,36,0,,0,1.29,57.0,58.0,-1.0,-0.03,-0.03,37.9,7,0,0,43,24,1,32,42,36,,,0
